State,Year,Quarter,District,RegisteredUsers,AppOpens
Dadra & Nagar Haveli & Daman & Diu,2019,1,Diu District,5452,0
Dadra & Nagar Haveli & Daman & Diu,2019,1,Daman District,51093,0
Dadra & Nagar Haveli & Daman & Diu,2019,1,Dadra And Nagar Haveli District,83987,0
Dadra & Nagar Haveli & Daman & Diu,2021,1,Diu District,11406,156639
Dadra & Nagar Haveli & Daman & Diu,2021,1,Daman District,117728,2573284
Dadra & Nagar Haveli & Daman & Diu,2021,1,Dadra And Nagar Haveli District,192262,4572539
Dadra & Nagar Haveli & Daman & Diu,2020,1,Diu District,7912,98466
Dadra & Nagar Haveli & Daman & Diu,2020,1,Daman District,80329,1550484
Dadra & Nagar Haveli & Daman & Diu,2020,1,Dadra And Nagar Haveli District,130255,2546172
Dadra & Nagar Haveli & Daman & Diu,2018,1,Diu District,2553,0
Dadra & Nagar Haveli & Daman & Diu,2018,1,Daman District,18677,0
Dadra & Nagar Haveli & Daman & Diu,2018,1,Dadra And Nagar Haveli District,32028,0
Ladakh,2022,1,Kargil District,21319,2837111
Ladakh,2022,1,Leh Ladakh District,71173,6064969
Ladakh,2024,1,Kargil District,30130,6486511
Ladakh,2024,1,Leh Ladakh District,99940,10016564
Ladakh,2023,1,Kargil District,25409,4076993
Ladakh,2023,1,Leh Ladakh District,85582,10445502
Ladakh,2019,1,Kargil District,5758,0
Ladakh,2019,1,Leh Ladakh District,23891,0
Ladakh,2021,1,Kargil District,15824,237045
Ladakh,2021,1,Leh Ladakh District,54095,947159
Ladakh,2020,1,Kargil District,9711,120845
Ladakh,2020,1,Leh Ladakh District,38079,469639
Ladakh,2018,1,Kargil District,1529,0
Ladakh,2018,1,Leh Ladakh District,7255,0
Assam,2022,1,Tinsukia District,179301,20168560
Assam,2022,1,Lakhimpur District,120220,15015691
Assam,2022,1,Kamrup District,198189,11459793
Assam,2022,1,Kokrajhar District,82364,8229125
Assam,2022,1,Karbi Anglong District,78533,9256671
Assam,2022,1,Sivasagar District,102281,5349801
Assam,2022,1,Dibrugarh District,210525,15363717
Assam,2022,1,South Salmara Mancachar District,38302,1898232
Assam,2022,1,Nagaon District,268636,11824798
Assam,2022,1,Dhubri District,137698,6835888
Assam,2022,1,Golaghat District,133110,12987090
Assam,2022,1,Udalguri District,78818,11725654
Assam,2022,1,Majuli District,18571,2645019
Assam,2022,1,Sonitpur District,211236,14366935
Assam,2022,1,Hojai District,86278,8113783
Assam,2022,1,Marigaon District,118114,5848484
Assam,2022,1,Chirang District,49100,7852843
Assam,2022,1,Cachar District,230089,8410193
Assam,2022,1,Nalbari District,91599,5171677
Assam,2022,1,West Karbi Anglong District,17520,3151993
Assam,2022,1,Dhemaji District,92508,9664135
Assam,2022,1,Karimganj District,121183,7177971
Assam,2022,1,Bongaigaon District,108394,6969226
Assam,2022,1,Dima Hasao District,32525,4510020
Assam,2022,1,Baksa District,101877,10310341
Assam,2022,1,Charaideo District,54795,6254195
Assam,2022,1,Darrang District,96249,7704843
Assam,2022,1,Kamrup Metropolitan District,767859,6949354
Assam,2022,1,Hailakandi District,77112,4118477
Assam,2022,1,Barpeta District,238871,10253994
Assam,2022,1,Goalpara District,123781,7889994
Assam,2022,1,Biswanath District,72362,7739432
Assam,2022,1,Jorhat District,154589,6424524
Assam,2024,1,Tinsukia District,259521,75625342
Assam,2024,1,Lakhimpur District,174858,63843235
Assam,2024,1,Kamrup District,288710,59228124
Assam,2024,1,Kokrajhar District,119832,62681868
Assam,2024,1,Karbi Anglong District,113975,54040626
Assam,2024,1,Sivasagar District,148391,20282086
Assam,2024,1,Dibrugarh District,302007,77309972
Assam,2024,1,South Salmara Mancachar District,57194,18895857
Assam,2024,1,Nagaon District,392625,55499880
Assam,2024,1,Dhubri District,202576,52440370
Assam,2024,1,Golaghat District,192763,54373052
Assam,2024,1,Udalguri District,114587,54113310
Assam,2024,1,Majuli District,26866,8243521
Assam,2024,1,Sonitpur District,304871,84734829
Assam,2024,1,Hojai District,125540,25830605
Assam,2024,1,Marigaon District,172898,27046236
Assam,2024,1,Chirang District,71942,55257707
Assam,2024,1,Cachar District,334056,37836069
Assam,2024,1,Nalbari District,132565,32555304
Assam,2024,1,West Karbi Anglong District,25513,23706345
Assam,2024,1,Dhemaji District,134064,43777795
Assam,2024,1,Karimganj District,176626,36115766
Assam,2024,1,Bongaigaon District,158662,21517242
Assam,2024,1,Dima Hasao District,46923,33236522
Assam,2024,1,Baksa District,148269,39200088
Assam,2024,1,Charaideo District,79777,12151050
Assam,2024,1,Darrang District,141177,52972649
Assam,2024,1,Kamrup Metropolitan District,1092571,18531284
Assam,2024,1,Hailakandi District,112961,24561651
Assam,2024,1,Barpeta District,348707,47535673
Assam,2024,1,Goalpara District,182003,36199591
Assam,2024,1,Biswanath District,105545,44686035
Assam,2024,1,Jorhat District,221581,26979648
Assam,2023,1,Tinsukia District,219077,40115013
Assam,2023,1,Lakhimpur District,146560,30457042
Assam,2023,1,Kamrup District,242982,26113435
Assam,2023,1,Kokrajhar District,100303,19872351
Assam,2023,1,Karbi Anglong District,95739,19148924
Assam,2023,1,Sivasagar District,124732,10615221
Assam,2023,1,Dibrugarh District,256050,30073892
Assam,2023,1,South Salmara Mancachar District,47683,6127028
Assam,2023,1,Nagaon District,330283,20574666
Assam,2023,1,Dhubri District,170279,18132442
Assam,2023,1,Golaghat District,161948,26574993
Assam,2023,1,Udalguri District,95812,23871398
Assam,2023,1,Majuli District,22458,5992451
Assam,2023,1,Sonitpur District,258067,30546943
Assam,2023,1,Hojai District,105945,13898317
Assam,2023,1,Marigaon District,144934,10945875
Assam,2023,1,Chirang District,60134,19619538
Assam,2023,1,Cachar District,282643,19883444
Assam,2023,1,Nalbari District,111929,12159155
Assam,2023,1,West Karbi Anglong District,21265,6408483
Assam,2023,1,Dhemaji District,112754,19705203
Assam,2023,1,Karimganj District,148828,15817111
Assam,2023,1,Bongaigaon District,133489,13993373
Assam,2023,1,Dima Hasao District,39528,9959440
Assam,2023,1,Baksa District,124070,25692141
Assam,2023,1,Charaideo District,66846,14369720
Assam,2023,1,Darrang District,118372,18138646
Assam,2023,1,Kamrup Metropolitan District,938802,9200094
Assam,2023,1,Hailakandi District,95220,8693542
Assam,2023,1,Barpeta District,294210,20512705
Assam,2023,1,Goalpara District,152321,14570317
Assam,2023,1,Biswanath District,88588,15699577
Assam,2023,1,Jorhat District,187799,12693841
Assam,2019,1,Tinsukia District,51108,0
Assam,2019,1,Lakhimpur District,31154,0
Assam,2019,1,Kamrup District,54910,0
Assam,2019,1,Kokrajhar District,21029,0
Assam,2019,1,Karbi Anglong District,20131,0
Assam,2019,1,Sivasagar District,28059,0
Assam,2019,1,Dibrugarh District,62656,0
Assam,2019,1,South Salmara Mancachar District,8674,0
Assam,2019,1,Nagaon District,66306,0
Assam,2019,1,Dhubri District,36652,0
Assam,2019,1,Golaghat District,34918,0
Assam,2019,1,Udalguri District,19336,0
Assam,2019,1,Majuli District,4861,0
Assam,2019,1,Sonitpur District,62218,0
Assam,2019,1,Hojai District,23708,0
Assam,2019,1,Marigaon District,26319,0
Assam,2019,1,Chirang District,11867,0
Assam,2019,1,Cachar District,64241,0
Assam,2019,1,Nalbari District,24925,0
Assam,2019,1,West Karbi Anglong District,3720,0
Assam,2019,1,Dhemaji District,24052,0
Assam,2019,1,Karimganj District,29208,0
Assam,2019,1,Bongaigaon District,29773,0
Assam,2019,1,Dima Hasao District,7915,0
Assam,2019,1,Baksa District,24926,0
Assam,2019,1,Charaideo District,15161,0
Assam,2019,1,Darrang District,27070,0
Assam,2019,1,Kamrup Metropolitan District,255112,0
Assam,2019,1,Hailakandi District,20697,0
Assam,2019,1,Barpeta District,67729,0
Assam,2019,1,Goalpara District,33006,0
Assam,2019,1,Biswanath District,19050,0
Assam,2019,1,Jorhat District,48594,0
Assam,2021,1,Tinsukia District,134067,2143049
Assam,2021,1,Lakhimpur District,89104,1325230
Assam,2021,1,Kamrup District,147671,2614237
Assam,2021,1,Kokrajhar District,60046,1036755
Assam,2021,1,Karbi Anglong District,58026,956752
Assam,2021,1,Sivasagar District,76308,1075274
Assam,2021,1,Dibrugarh District,158509,2426854
Assam,2021,1,South Salmara Mancachar District,28055,607318
Assam,2021,1,Nagaon District,200243,2994542
Assam,2021,1,Dhubri District,101643,1703849
Assam,2021,1,Golaghat District,98520,1406442
Assam,2021,1,Udalguri District,57387,831716
Assam,2021,1,Majuli District,13653,176811
Assam,2021,1,Sonitpur District,158555,2787968
Assam,2021,1,Hojai District,64551,1015612
Assam,2021,1,Marigaon District,87679,1270339
Assam,2021,1,Chirang District,35753,592778
Assam,2021,1,Cachar District,172056,2636232
Assam,2021,1,Nalbari District,68299,956420
Assam,2021,1,West Karbi Anglong District,12746,194808
Assam,2021,1,Dhemaji District,68744,1087691
Assam,2021,1,Karimganj District,89969,1410799
Assam,2021,1,Bongaigaon District,80711,1460791
Assam,2021,1,Dima Hasao District,24303,430143
Assam,2021,1,Baksa District,74652,1191235
Assam,2021,1,Charaideo District,40563,604727
Assam,2021,1,Darrang District,71026,1138633
Assam,2021,1,Kamrup Metropolitan District,589688,11775050
Assam,2021,1,Hailakandi District,57052,926680
Assam,2021,1,Barpeta District,177789,3597728
Assam,2021,1,Goalpara District,91082,1791107
Assam,2021,1,Biswanath District,53382,909069
Assam,2021,1,Jorhat District,116616,1675725
Assam,2020,1,Tinsukia District,86763,1282869
Assam,2020,1,Lakhimpur District,56008,785121
Assam,2020,1,Kamrup District,95973,1613524
Assam,2020,1,Kokrajhar District,36818,569117
Assam,2020,1,Karbi Anglong District,35507,514264
Assam,2020,1,Sivasagar District,49024,644624
Assam,2020,1,Dibrugarh District,104663,1399074
Assam,2020,1,South Salmara Mancachar District,16486,297348
Assam,2020,1,Nagaon District,129371,1719084
Assam,2020,1,Dhubri District,62477,923560
Assam,2020,1,Golaghat District,62401,835307
Assam,2020,1,Udalguri District,35735,504891
Assam,2020,1,Majuli District,8656,118586
Assam,2020,1,Sonitpur District,105050,1716133
Assam,2020,1,Hojai District,41444,575026
Assam,2020,1,Marigaon District,59197,772607
Assam,2020,1,Chirang District,21489,347015
Assam,2020,1,Cachar District,111470,1644803
Assam,2020,1,Nalbari District,44217,630077
Assam,2020,1,West Karbi Anglong District,7470,109574
Assam,2020,1,Dhemaji District,43124,632345
Assam,2020,1,Karimganj District,54439,737148
Assam,2020,1,Bongaigaon District,51420,810199
Assam,2020,1,Dima Hasao District,14831,249950
Assam,2020,1,Baksa District,46215,701915
Assam,2020,1,Charaideo District,26316,377000
Assam,2020,1,Darrang District,45755,657310
Assam,2020,1,Kamrup Metropolitan District,412013,6969131
Assam,2020,1,Hailakandi District,36398,486497
Assam,2020,1,Barpeta District,116286,2018667
Assam,2020,1,Goalpara District,56285,932263
Assam,2020,1,Biswanath District,33906,505636
Assam,2020,1,Jorhat District,78731,1017227
Assam,2018,1,Tinsukia District,15998,0
Assam,2018,1,Lakhimpur District,8143,0
Assam,2018,1,Kamrup District,15241,0
Assam,2018,1,Kokrajhar District,6566,0
Assam,2018,1,Karbi Anglong District,5694,0
Assam,2018,1,Sivasagar District,8292,0
Assam,2018,1,Dibrugarh District,21182,0
Assam,2018,1,South Salmara Mancachar District,2420,0
Assam,2018,1,Nagaon District,19619,0
Assam,2018,1,Dhubri District,11421,0
Assam,2018,1,Golaghat District,10102,0
Assam,2018,1,Udalguri District,4768,0
Assam,2018,1,Majuli District,1274,0
Assam,2018,1,Sonitpur District,18986,0
Assam,2018,1,Hojai District,7571,0
Assam,2018,1,Marigaon District,7193,0
Assam,2018,1,Chirang District,3487,0
Assam,2018,1,Cachar District,19567,0
Assam,2018,1,Nalbari District,6874,0
Assam,2018,1,West Karbi Anglong District,835,0
Assam,2018,1,Dhemaji District,6623,0
Assam,2018,1,Karimganj District,7367,0
Assam,2018,1,Bongaigaon District,9724,0
Assam,2018,1,Dima Hasao District,2245,0
Assam,2018,1,Baksa District,6082,0
Assam,2018,1,Charaideo District,4366,0
Assam,2018,1,Darrang District,8050,0
Assam,2018,1,Kamrup Metropolitan District,87336,0
Assam,2018,1,Hailakandi District,5700,0
Assam,2018,1,Barpeta District,20485,0
Assam,2018,1,Goalpara District,10420,0
Assam,2018,1,Biswanath District,5164,0
Assam,2018,1,Jorhat District,16442,0
Meghalaya,2022,1,North Garo Hills District,8795,1305426
Meghalaya,2022,1,South West Khasi Hills District,2130,919454
Meghalaya,2022,1,West Garo Hills District,55028,5145619
Meghalaya,2022,1,South Garo Hills District,7508,1362153
Meghalaya,2022,1,East Jaintia Hills District,18301,2282567
Meghalaya,2022,1,South West Garo Hills District,8758,1573185
Meghalaya,2022,1,East Khasi Hills District,102838,3580903
Meghalaya,2022,1,East Garo Hills District,8578,1693715
Meghalaya,2022,1,Ribhoi District,25112,2465091
Meghalaya,2022,1,West Jaintia Hills District,11952,1483829
Meghalaya,2022,1,West Khasi Hills District,6839,1822164
Meghalaya,2024,1,North Garo Hills District,12685,7512912
Meghalaya,2024,1,South West Khasi Hills District,2998,55963720
Meghalaya,2024,1,West Garo Hills District,79443,45427673
Meghalaya,2024,1,South Garo Hills District,10792,7841254
Meghalaya,2024,1,East Jaintia Hills District,26338,10600995
Meghalaya,2024,1,South West Garo Hills District,12769,15329168
Meghalaya,2024,1,East Khasi Hills District,145281,19716748
Meghalaya,2024,1,East Garo Hills District,12249,12407008
Meghalaya,2024,1,Ribhoi District,36099,13654154
Meghalaya,2024,1,West Jaintia Hills District,17113,6950419
Meghalaya,2024,1,West Khasi Hills District,9685,11724716
Meghalaya,2023,1,North Garo Hills District,10580,1741732
Meghalaya,2023,1,South West Khasi Hills District,2429,1569432
Meghalaya,2023,1,West Garo Hills District,66808,8814912
Meghalaya,2023,1,South Garo Hills District,8897,3233097
Meghalaya,2023,1,East Jaintia Hills District,22122,4590552
Meghalaya,2023,1,South West Garo Hills District,10504,2096173
Meghalaya,2023,1,East Khasi Hills District,124181,6379175
Meghalaya,2023,1,East Garo Hills District,10235,4334534
Meghalaya,2023,1,Ribhoi District,30369,6094267
Meghalaya,2023,1,West Jaintia Hills District,14218,2830443
Meghalaya,2023,1,West Khasi Hills District,7981,3002602
Meghalaya,2019,1,North Garo Hills District,1482,0
Meghalaya,2019,1,South West Khasi Hills District,329,0
Meghalaya,2019,1,West Garo Hills District,12932,0
Meghalaya,2019,1,South Garo Hills District,1296,0
Meghalaya,2019,1,East Jaintia Hills District,4643,0
Meghalaya,2019,1,South West Garo Hills District,1434,0
Meghalaya,2019,1,East Khasi Hills District,27937,0
Meghalaya,2019,1,East Garo Hills District,1424,0
Meghalaya,2019,1,Ribhoi District,6543,0
Meghalaya,2019,1,West Jaintia Hills District,2276,0
Meghalaya,2019,1,West Khasi Hills District,1191,0
Meghalaya,2021,1,North Garo Hills District,6392,87414
Meghalaya,2021,1,South West Khasi Hills District,1479,25803
Meghalaya,2021,1,West Garo Hills District,40993,624759
Meghalaya,2021,1,South Garo Hills District,5439,81330
Meghalaya,2021,1,East Jaintia Hills District,13460,304466
Meghalaya,2021,1,South West Garo Hills District,6276,81312
Meghalaya,2021,1,East Khasi Hills District,78429,1079909
Meghalaya,2021,1,East Garo Hills District,6237,84371
Meghalaya,2021,1,Ribhoi District,18641,402509
Meghalaya,2021,1,West Jaintia Hills District,8665,98578
Meghalaya,2021,1,West Khasi Hills District,4858,68575
Meghalaya,2020,1,North Garo Hills District,3311,45211
Meghalaya,2020,1,South West Khasi Hills District,724,14636
Meghalaya,2020,1,West Garo Hills District,24124,338577
Meghalaya,2020,1,South Garo Hills District,2810,43923
Meghalaya,2020,1,East Jaintia Hills District,8368,174603
Meghalaya,2020,1,South West Garo Hills District,3234,50775
Meghalaya,2020,1,East Khasi Hills District,49251,671640
Meghalaya,2020,1,East Garo Hills District,3251,47574
Meghalaya,2020,1,Ribhoi District,11689,234367
Meghalaya,2020,1,West Jaintia Hills District,4530,59509
Meghalaya,2020,1,West Khasi Hills District,2522,35396
Meghalaya,2018,1,North Garo Hills District,254,0
Meghalaya,2018,1,South West Khasi Hills District,55,0
Meghalaya,2018,1,West Garo Hills District,3671,0
Meghalaya,2018,1,South Garo Hills District,343,0
Meghalaya,2018,1,East Jaintia Hills District,1419,0
Meghalaya,2018,1,South West Garo Hills District,299,0
Meghalaya,2018,1,East Khasi Hills District,9310,0
Meghalaya,2018,1,East Garo Hills District,236,0
Meghalaya,2018,1,Ribhoi District,1891,0
Meghalaya,2018,1,West Jaintia Hills District,736,0
Meghalaya,2018,1,West Khasi Hills District,299,0
Uttarakhand,2022,1,Udham Singh Nagar District,647495,9927344
Uttarakhand,2022,1,Haridwar District,760173,11480579
Uttarakhand,2022,1,Almora District,117262,9511833
Uttarakhand,2022,1,Pithoragarh District,96837,8077163
Uttarakhand,2022,1,Rudraprayag District,48532,4083418
Uttarakhand,2022,1,Pauri Garhwal District,177248,14052401
Uttarakhand,2022,1,Bageshwar District,45938,4803646
Uttarakhand,2022,1,Champawat District,53166,4736664
Uttarakhand,2022,1,Nainital District,351226,10583932
Uttarakhand,2022,1,Dehradun District,1088710,14847429
Uttarakhand,2022,1,Chamoli District,84165,7610104
Uttarakhand,2022,1,Uttarkashi District,67713,6453267
Uttarakhand,2022,1,Tehri Garhwal District,136364,9056602
Uttarakhand,2024,1,Udham Singh Nagar District,926596,35634255
Uttarakhand,2024,1,Haridwar District,1079967,22537385
Uttarakhand,2024,1,Almora District,166660,24825590
Uttarakhand,2024,1,Pithoragarh District,138218,25156924
Uttarakhand,2024,1,Rudraprayag District,69176,8589411
Uttarakhand,2024,1,Pauri Garhwal District,251419,24958805
Uttarakhand,2024,1,Bageshwar District,65847,9608889
Uttarakhand,2024,1,Champawat District,76540,12143827
Uttarakhand,2024,1,Nainital District,495055,23443904
Uttarakhand,2024,1,Dehradun District,1521402,21535874
Uttarakhand,2024,1,Chamoli District,120266,26371050
Uttarakhand,2024,1,Uttarkashi District,97077,14865923
Uttarakhand,2024,1,Tehri Garhwal District,194028,15140912
Uttarakhand,2023,1,Udham Singh Nagar District,792853,14358663
Uttarakhand,2023,1,Haridwar District,928785,17263483
Uttarakhand,2023,1,Almora District,140885,16003317
Uttarakhand,2023,1,Pithoragarh District,117070,15023589
Uttarakhand,2023,1,Rudraprayag District,58721,6295493
Uttarakhand,2023,1,Pauri Garhwal District,213655,23415690
Uttarakhand,2023,1,Bageshwar District,55410,7332605
Uttarakhand,2023,1,Champawat District,64508,7722774
Uttarakhand,2023,1,Nainital District,425816,17152701
Uttarakhand,2023,1,Dehradun District,1318049,17522945
Uttarakhand,2023,1,Chamoli District,101718,12728941
Uttarakhand,2023,1,Uttarkashi District,82107,11191622
Uttarakhand,2023,1,Tehri Garhwal District,164792,15726870
Uttarakhand,2019,1,Udham Singh Nagar District,238514,0
Uttarakhand,2019,1,Haridwar District,262411,0
Uttarakhand,2019,1,Almora District,33092,0
Uttarakhand,2019,1,Pithoragarh District,26621,0
Uttarakhand,2019,1,Rudraprayag District,12967,0
Uttarakhand,2019,1,Pauri Garhwal District,56173,0
Uttarakhand,2019,1,Bageshwar District,12260,0
Uttarakhand,2019,1,Champawat District,15679,0
Uttarakhand,2019,1,Nainital District,118824,0
Uttarakhand,2019,1,Dehradun District,369578,0
Uttarakhand,2019,1,Chamoli District,23274,0
Uttarakhand,2019,1,Uttarkashi District,17873,0
Uttarakhand,2019,1,Tehri Garhwal District,37689,0
Uttarakhand,2021,1,Udham Singh Nagar District,492646,9428732
Uttarakhand,2021,1,Haridwar District,580532,13357801
Uttarakhand,2021,1,Almora District,87354,1315830
Uttarakhand,2021,1,Pithoragarh District,72579,1110149
Uttarakhand,2021,1,Rudraprayag District,36234,579475
Uttarakhand,2021,1,Pauri Garhwal District,133484,2364521
Uttarakhand,2021,1,Bageshwar District,34317,507210
Uttarakhand,2021,1,Champawat District,39747,598839
Uttarakhand,2021,1,Nainital District,269308,5003855
Uttarakhand,2021,1,Dehradun District,840361,21152787
Uttarakhand,2021,1,Chamoli District,62779,1060621
Uttarakhand,2021,1,Uttarkashi District,50696,877255
Uttarakhand,2021,1,Tehri Garhwal District,102085,1925185
Uttarakhand,2020,1,Udham Singh Nagar District,351112,5680060
Uttarakhand,2020,1,Haridwar District,408768,7742684
Uttarakhand,2020,1,Almora District,55964,654844
Uttarakhand,2020,1,Pithoragarh District,46554,578620
Uttarakhand,2020,1,Rudraprayag District,23316,313705
Uttarakhand,2020,1,Pauri Garhwal District,90270,1126535
Uttarakhand,2020,1,Bageshwar District,21756,240952
Uttarakhand,2020,1,Champawat District,25824,318138
Uttarakhand,2020,1,Nainital District,186948,2555070
Uttarakhand,2020,1,Dehradun District,593420,11517755
Uttarakhand,2020,1,Chamoli District,40668,535854
Uttarakhand,2020,1,Uttarkashi District,32713,466273
Uttarakhand,2020,1,Tehri Garhwal District,66293,900775
Uttarakhand,2018,1,Udham Singh Nagar District,100236,0
Uttarakhand,2018,1,Haridwar District,104823,0
Uttarakhand,2018,1,Almora District,11367,0
Uttarakhand,2018,1,Pithoragarh District,8836,0
Uttarakhand,2018,1,Rudraprayag District,4263,0
Uttarakhand,2018,1,Pauri Garhwal District,20425,0
Uttarakhand,2018,1,Bageshwar District,4231,0
Uttarakhand,2018,1,Champawat District,5442,0
Uttarakhand,2018,1,Nainital District,49083,0
Uttarakhand,2018,1,Dehradun District,147998,0
Uttarakhand,2018,1,Chamoli District,7493,0
Uttarakhand,2018,1,Uttarkashi District,5816,0
Uttarakhand,2018,1,Tehri Garhwal District,13030,0
Puducherry,2022,1,Karaikal District,44201,667015
Puducherry,2022,1,Puducherry District,375238,2813406
Puducherry,2022,1,Yanam District,16747,383417
Puducherry,2022,1,Mahe District,11865,74819
Puducherry,2024,1,Karaikal District,62687,1179102
Puducherry,2024,1,Puducherry District,528736,1904594
Puducherry,2024,1,Yanam District,23967,127910
Puducherry,2024,1,Mahe District,16273,87395
Puducherry,2023,1,Karaikal District,53685,847974
Puducherry,2023,1,Puducherry District,455449,2294926
Puducherry,2023,1,Yanam District,20481,289219
Puducherry,2023,1,Mahe District,14204,66310
Puducherry,2019,1,Karaikal District,11549,0
Puducherry,2019,1,Puducherry District,112798,0
Puducherry,2019,1,Yanam District,5814,0
Puducherry,2019,1,Mahe District,2898,0
Puducherry,2021,1,Karaikal District,33876,582052
Puducherry,2021,1,Puducherry District,290107,6568964
Puducherry,2021,1,Yanam District,13005,612423
Puducherry,2021,1,Mahe District,9291,151068
Puducherry,2020,1,Karaikal District,20775,261910
Puducherry,2020,1,Puducherry District,195398,3223716
Puducherry,2020,1,Yanam District,9266,278779
Puducherry,2020,1,Mahe District,5469,56538
Puducherry,2018,1,Karaikal District,3628,0
Puducherry,2018,1,Puducherry District,42117,0
Puducherry,2018,1,Yanam District,2500,0
Puducherry,2018,1,Mahe District,1073,0
Bihar,2022,1,Madhepura District,280094,5631100
Bihar,2022,1,Purnia District,504801,13394323
Bihar,2022,1,Nalanda District,563049,6429261
Bihar,2022,1,Buxar District,263663,4013615
Bihar,2022,1,Darbhanga District,669850,8376582
Bihar,2022,1,Nawada District,328635,7249380
Bihar,2022,1,Jamui District,252094,12753539
Bihar,2022,1,Sheikhpura District,95718,1962184
Bihar,2022,1,Siwan District,589829,6109801
Bihar,2022,1,Muzaffarpur District,962924,10684936
Bihar,2022,1,Patna District,2443356,16131828
Bihar,2022,1,Jehanabad District,181455,2562072
Bihar,2022,1,Rohtas District,537701,10913805
Bihar,2022,1,Begusarai District,493845,6652256
Bihar,2022,1,Supaul District,313291,8832097
Bihar,2022,1,Sitamarhi District,461979,6415453
Bihar,2022,1,Saran District,673849,8000740
Bihar,2022,1,Arwal District,101813,1461593
Bihar,2022,1,Vaishali District,614159,5793084
Bihar,2022,1,Pashchim Champaran District,692182,17528649
Bihar,2022,1,Gopalganj District,461794,5928935
Bihar,2022,1,Lakhisarai District,156781,3371253
Bihar,2022,1,Aurangabad District,405254,13452704
Bihar,2022,1,Kaimur Bhabua District,223072,6887444
Bihar,2022,1,Araria District,370029,11889342
Bihar,2022,1,Munger District,250357,3394719
Bihar,2022,1,Katihar District,438584,12011467
Bihar,2022,1,Khagaria District,239286,6257649
Bihar,2022,1,Saharsa District,301372,6799845
Bihar,2022,1,Bhagalpur District,610174,7091019
Bihar,2022,1,Madhubani District,672303,11335634
Bihar,2022,1,Kishanganj District,216915,8983771
Bihar,2022,1,Gaya District,769265,19954254
Bihar,2022,1,Samastipur District,672508,8256538
Bihar,2022,1,Banka District,231228,10552229
Bihar,2022,1,Purbi Champaran District,912427,13051699
Bihar,2022,1,Sheohar District,78832,1090835
Bihar,2022,1,Bhojpur District,450190,5785964
Bihar,2024,1,Madhepura District,407185,13008658
Bihar,2024,1,Purnia District,732608,52326346
Bihar,2024,1,Nalanda District,814591,10704620
Bihar,2024,1,Buxar District,382288,9453600
Bihar,2024,1,Darbhanga District,967610,17828206
Bihar,2024,1,Nawada District,477300,26832755
Bihar,2024,1,Jamui District,365481,55050903
Bihar,2024,1,Sheikhpura District,138218,14498681
Bihar,2024,1,Siwan District,859890,10195112
Bihar,2024,1,Muzaffarpur District,1391427,16114690
Bihar,2024,1,Patna District,3464540,37700218
Bihar,2024,1,Jehanabad District,263504,9142159
Bihar,2024,1,Rohtas District,782784,28380666
Bihar,2024,1,Begusarai District,713349,14833585
Bihar,2024,1,Supaul District,453594,35706039
Bihar,2024,1,Sitamarhi District,673400,15572119
Bihar,2024,1,Saran District,983188,10271780
Bihar,2024,1,Arwal District,148277,2053615
Bihar,2024,1,Vaishali District,891651,12100635
Bihar,2024,1,Pashchim Champaran District,1011106,46613290
Bihar,2024,1,Gopalganj District,672897,8550302
Bihar,2024,1,Lakhisarai District,226156,7013930
Bihar,2024,1,Aurangabad District,589768,31253531
Bihar,2024,1,Kaimur Bhabua District,324867,22183777
Bihar,2024,1,Araria District,537719,43922371
Bihar,2024,1,Munger District,360745,19515309
Bihar,2024,1,Katihar District,639228,44880787
Bihar,2024,1,Khagaria District,350637,23867485
Bihar,2024,1,Saharsa District,437160,21477072
Bihar,2024,1,Bhagalpur District,884051,26681869
Bihar,2024,1,Madhubani District,975263,18422744
Bihar,2024,1,Kishanganj District,313785,33532524
Bihar,2024,1,Gaya District,1110224,84570564
Bihar,2024,1,Samastipur District,980091,12197383
Bihar,2024,1,Banka District,335304,66279590
Bihar,2024,1,Purbi Champaran District,1335289,18059744
Bihar,2024,1,Sheohar District,115405,1574382
Bihar,2024,1,Bhojpur District,654621,22857308
Bihar,2023,1,Madhepura District,345865,8279792
Bihar,2023,1,Purnia District,622840,18905690
Bihar,2023,1,Nalanda District,694505,9017774
Bihar,2023,1,Buxar District,324669,6811404
Bihar,2023,1,Darbhanga District,824935,10454188
Bihar,2023,1,Nawada District,405472,10553757
Bihar,2023,1,Jamui District,309995,27821638
Bihar,2023,1,Sheikhpura District,117596,3131992
Bihar,2023,1,Siwan District,730485,4846823
Bihar,2023,1,Muzaffarpur District,1186500,10142290
Bihar,2023,1,Patna District,2988174,16984542
Bihar,2023,1,Jehanabad District,223724,3888371
Bihar,2023,1,Rohtas District,664779,16294413
Bihar,2023,1,Begusarai District,608446,8882232
Bihar,2023,1,Supaul District,385797,15750177
Bihar,2023,1,Sitamarhi District,571721,9475785
Bihar,2023,1,Saran District,834739,8776794
Bihar,2023,1,Arwal District,125818,1371277
Bihar,2023,1,Vaishali District,758603,6119538
Bihar,2023,1,Pashchim Champaran District,858644,24726372
Bihar,2023,1,Gopalganj District,571551,8170762
Bihar,2023,1,Lakhisarai District,192835,4773174
Bihar,2023,1,Aurangabad District,499993,18001340
Bihar,2023,1,Kaimur Bhabua District,274984,11025721
Bihar,2023,1,Araria District,456566,19513544
Bihar,2023,1,Munger District,307956,6203321
